1.0000000000e-03   1.2677411582e-01   1.2285782563e-01   1.2677411582e-01   4.3021357365e-01   4.3021357365e-01   4.3388315691e-01   4.3388315691e-01   4.7669007127e-01   6.8352450702e-01   8.3357674250e-01   8.3357674250e-01   8.3480733474e-01   8.3480733474e-01   8.3437724060e-01   8.8945104848e-01   9.9224894003e-01   9.9224894003e-01   1.0482679253e+00   1.0482679253e+00   1.0512842121e+00   1.0512842121e+00   1.0557280638e+00   1.0557280638e+00   1.1548958725e+00   1.1548958725e+00   1.1608255489e+00   1.1608255489e+00   1.3419659963e+00   1.3419659963e+00   1.3498057698e+00   1.3498057698e+00   1.3525485840e+00   1.3525485840e+00   1.4750882019e+00   1.4750882019e+00
3.0000000000e-03   1.1840683694e-01   1.1491938960e-01   1.1840683694e-01   3.8598936307e-01   3.8598936307e-01   3.8943941161e-01   3.8943941161e-01   4.2682648698e-01   6.1267960122e-01   7.5824758706e-01   7.5824758706e-01   7.5941736994e-01   7.5941736994e-01   7.4513773084e-01   7.9541956449e-01   9.0182578036e-01   9.0182578036e-01   9.4507215458e-01   9.4507215458e-01   9.4788748368e-01   9.4788748368e-01   9.5205262267e-01   9.5205262267e-01   1.0379987004e+00   1.0379987004e+00   1.0435113022e+00   1.0435113022e+00   1.2117239014e+00   1.2117239014e+00   1.2161639551e+00   1.2161639551e+00   1.2185591412e+00   1.2185591412e+00   1.3297921801e+00   1.3297921801e+00
5.0000000000e-03   1.1374382713e-01   1.1049832062e-01   1.1374382713e-01   3.6008379979e-01   3.6008379979e-01   3.6339720338e-01   3.6339720338e-01   3.9748165144e-01   5.7045633504e-01   7.1244945601e-01   7.1244945601e-01   7.1356742707e-01   7.1356742707e-01   6.9153499276e-01   7.3881130082e-01   8.4564723197e-01   8.4564723197e-01   8.8226753610e-01   8.8226753610e-01   8.8495214024e-01   8.8495214024e-01   8.8894183400e-01   8.8894183400e-01   9.6723636130e-01   9.6723636130e-01   9.7248951403e-01   9.7248951403e-01   1.1326718808e+00   1.1326718808e+00   1.1349827601e+00   1.1349827601e+00   1.1371616132e+00   1.1371616132e+00   1.2413879903e+00   1.2413879903e+00
7.0000000000e-03   1.1048745753e-01   1.0741388257e-01   1.1048745753e-01   3.4132903296e-01   3.4132903296e-01   3.4453604228e-01   3.4453604228e-01   3.7620465914e-01   5.3963276087e-01   6.7823232239e-01   6.7823232239e-01   6.7930324989e-01   6.7930324989e-01   6.5223003714e-01   6.9724637226e-01   8.0320032512e-01   8.0320032512e-01   8.3575540062e-01   8.3575540062e-01   8.3833879387e-01   8.3833879387e-01   8.4219273925e-01   8.4219273925e-01   9.1506064035e-01   9.1506064035e-01   9.2011812984e-01   9.2011812984e-01   1.0742586562e+00   1.0742586562e+00   1.0749679659e+00   1.0749679659e+00   1.0769847741e+00   1.0769847741e+00   1.1759784319e+00   1.1759784319e+00
9.0000000000e-03   1.0799061030e-01   1.0505111576e-01   1.0799061030e-01   3.2650512377e-01   3.2650512377e-01   3.2962170888e-01   3.2962170888e-01   3.5939793342e-01   5.1518581863e-01   6.5051788444e-01   6.5051788444e-01   6.5154640745e-01   6.5154640745e-01   6.2098367075e-01   6.6416786883e-01   7.6864730991e-01   7.6864730991e-01   7.9848199048e-01   7.9848199048e-01   8.0098139263e-01   8.0098139263e-01   8.0472165184e-01   8.0472165184e-01   8.7339216503e-01   8.7339216503e-01   8.7828998572e-01   8.7828998572e-01   1.0275088300e+00   1.0275088300e+00   1.0269331763e+00   1.0269331763e+00   1.0288195500e+00   1.0288195500e+00   1.1235986878e+00   1.1235986878e+00
1.1000000000e-02   1.0597299970e-01   1.0314371893e-01   1.0597299970e-01   3.1420164725e-01   3.1420164725e-01   3.1723803936e-01   3.1723803936e-01   3.4547655894e-01   4.9487908523e-01   6.2707737077e-01   6.2707737077e-01   6.2806770821e-01   6.2806770821e-01   5.9500623755e-01   6.3664165118e-01   7.3937004194e-01   7.3937004194e-01   7.6728043214e-01   7.6728043214e-01   7.6970739617e-01   7.6970739617e-01   7.7334851545e-01   7.7334851545e-01   8.3860973354e-01   8.3860973354e-01   8.4337140985e-01   8.4337140985e-01   9.8839755898e-01   9.8839755898e-01   9.8675849818e-01   9.8675849818e-01   9.8853573154e-01   9.8853573154e-01   1.0797738175e+00   1.0797738175e+00
1.3000000000e-02   1.0428532725e-01   1.0154984576e-01   1.0428532725e-01   3.0366714157e-01   3.0366714157e-01   3.0663071821e-01   3.0663071821e-01   3.3358997330e-01   4.7750205723e-01   6.0670652654e-01   6.0670652654e-01   6.0766235706e-01   6.0766235706e-01   5.7277956594e-01   6.1307002930e-01   7.1392455904e-01   7.1392455904e-01   7.4042032313e-01   7.4042032313e-01   7.4278325107e-01   7.4278325107e-01   7.4633578830e-01   7.4633578830e-01   8.0873894384e-01   8.0873894384e-01   8.1338122895e-01   8.1338122895e-01   9.5473150432e-01   9.5473150432e-01   9.5219638094e-01   9.5219638094e-01   9.5388001946e-01   9.5388001946e-01   1.0420601464e+00   1.0420601464e+00
1.5000000000e-02   1.0283738184e-01   1.0018375342e-01   1.0283738184e-01   2.9444955469e-01   2.9444955469e-01   2.9734604521e-01   2.9734604521e-01   3.2322279878e-01   4.6231697090e-01   5.8866730347e-01   5.8866730347e-01   5.8959178641e-01   5.8959178641e-01   5.5337299059e-01   5.9247318456e-01   6.9141130800e-01   6.9141130800e-01   7.1683723941e-01   7.1683723941e-01   7.1914257186e-01   7.1914257186e-01   7.2261466056e-01   7.2261466056e-01   7.8256771273e-01   7.8256771273e-01   7.8710322938e-01   7.8710322938e-01   9.2516560051e-01   9.2516560051e-01   9.2186628288e-01   9.2186628288e-01   9.2346825861e-01   9.2346825861e-01   1.0089556463e+00   1.0089556463e+00
1.7000000000e-02   1.0156996561e-01   9.8989138394e-02   1.0156996561e-01   2.8625341794e-01   2.8625341794e-01   2.8908748878e-01   2.8908748878e-01   3.1403600469e-01   4.4883680967e-01   5.7246794264e-01   5.7246794264e-01   5.7336378407e-01   5.7336378407e-01   5.3616868119e-01   5.7420043791e-01   6.7122343963e-01   6.7122343963e-01   6.9582247800e-01   6.9582247800e-01   6.9807533790e-01   6.9807533790e-01   7.0147349825e-01   7.0147349825e-01   7.5929046185e-01   7.5929046185e-01   7.6372910582e-01   7.6372910582e-01   8.9880696087e-01   8.9880696087e-01   8.9485012805e-01   8.9485012805e-01   8.9637991627e-01   8.9637991627e-01   9.7946101715e-01   9.7946101715e-01
1.9000000000e-02   1.0044197816e-01   9.7926880469e-02   1.0044197816e-01   2.7887372374e-01   2.7887372374e-01   2.8164929794e-01   2.8164929794e-01   3.0579310540e-01   4.3672125510e-01   5.5776103717e-01   5.5776103717e-01   5.5863056161e-01   5.5863056161e-01   5.2073266088e-01   5.5779460630e-01   6.5292824379e-01   6.5292824379e-01   6.7687694654e-01   6.7687694654e-01   6.7908152168e-01   6.7908152168e-01   6.8241113028e-01   6.8241113028e-01   7.3834077796e-01   7.3834077796e-01   7.4269053879e-01   7.4269053879e-01   8.7502848534e-01   8.7502848534e-01   8.7050201089e-01   8.7050201089e-01   8.7196732379e-01   8.7196732379e-01   9.5287302256e-01   9.5287302256e-01
