 -1.0189784430737982e-01    1.7746027712214332e-01    5.0410961731472981e-01    7.3465758643055090e-01    4.9368000000000001e-01    6.9999999999999996e-01   -2.8999999999999999e+00   -1.5311999982309192e+00    4.0102244658724979e+00
 -1.6562196763390089e-01    1.6141222526908344e-01    6.0500622318274933e-01    8.1439364874678188e-01    4.9368000000000001e-01   -5.5888868999999997e-01   -2.7000000000000002e+00    2.1125466505737749e+00    3.4519202410905261e+00
  6.0187169530031981e-01    3.5760157230484263e-01   -4.5042633019040270e+00    4.5850012276331986e+00    4.9368000000000001e-01    1.8904230000000000e+00   -2.8998995999999999e-01   -1.4737268235443260e+01    1.4935004857913668e+01
 -6.6098832253567186e-01    4.4307483048286089e-01   -1.4183518796319478e-01    9.4713147497086814e-01    4.9368000000000001e-01   -3.2769158999999998e-01   -1.3000000000000000e+00    6.1674567820000048e-01    1.7427780213149289e+00
  6.9196333516421915e-01   -1.0179421835297921e-01    1.8877204042213145e+00    2.0727719573110708e+00    4.9368000000000001e-01    2.9499795999999998e+00   -2.2999999999999998e+00    4.1441929916668396e+00    4.6595316880755888e+00
 -2.1831644828154598e-01    4.0667846715449082e-02   -6.4661450548889121e-01    8.4329485143417271e-01    4.9368000000000001e-01   -2.0144715999999999e-01   -1.3000000000000000e+00   -5.8226406501000074e+00    6.4549679960629573e+00
  4.1615578532032393e-01   -9.5058347271311586e-02    1.3587220679151576e-01    6.6663552712102381e-01    4.9368000000000001e-01    1.2936372899999999e+00    5.4241784999999998e-01    1.2007002996070040e+00    3.1697906596298040e+00
  2.3533940670851891e-02   -2.3004987505595523e-01   -4.4350871773686767e-01    7.0277785713933838e-01    4.9368000000000001e-01    6.5036656000000004e-01   -1.7526219800000000e+00   -5.1382365611857539e+00    6.4086172423312968e+00
  5.7486415045128969e-01   -9.6091681465346718e-02    2.7069860090449991e+00    2.8126847669595492e+00    4.9368000000000001e-01    2.8696388900000001e+00   -1.7122491700000000e+00    7.9245600802862084e+00    8.0194483891391037e+00
 -5.0244348719034027e-01    2.5611020425319150e-02   -2.1244759538617131e+00    2.2383528325811035e+00    4.9368000000000001e-01    6.9804613999999998e-01   -3.3081518100000000e+00   -8.6129025981218668e+00    9.3391089939209078e+00
  1.3336212886093743e-01    8.3586537245055770e-02    5.2210799747394865e-01    7.3558743195435106e-01    4.9368000000000001e-01    1.7170166300000000e+00   -2.2906427200000001e+00    9.2215445049842568e+00    9.8140853352620354e+00
